,Unnamed: 0,Unnamed: 0.1,text,created,re,fav,followC,sn,pic,polarity,subjectivity,analyzer,atCompany,date,inReply,textClean,week,year,ats,pounds,links,sent,McDonalds
37,1775,1775,@yessimdatgirl Yaaassss! 🙌 We’re looking forward to seeing you soon Kayciee!,21,0,1,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 21:25:28,1.0,"['yessimdatgirl', 'yaaassss', 'look', 'forward', 'see', 'soon', 'kaycy']",14.0,2018.0,1,0,0,-0.1164829887240984,71
38,1776,1776,@Jen_Owen_ Thanks for stopping by Jen! :),21,0,1,3580958,McDonalds,0,0.375,0.6,0.68,0.0,2018-04-08 21:16:59,1.0,"['jenow', 'thank', 'stop', 'jen']",14.0,2018.0,1,0,0,-0.08803026416962781,71
39,1777,1777,@kennedyjean_ Sounds good to us Kennedy! We are always craving the opportunity to see more of you. :),21,0,1,3580958,McDonalds,0,0.625,0.7000000000000001,0.8502,0.0,2018-04-08 21:09:00,1.0,"['kennedys', 'sound', 'good', 'us', 'kennedy', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0,1,0,0,-0.09239214696158493,71
40,1778,1778,@knutsonwrites We'll have some Chicken McNuggets waiting for you Mikey! 😊,21,0,2,3580958,McDonalds,0,-0.75,0.95,0.0,0.0,2018-04-08 21:08:00,1.0,"['knutsonwrit', 'wel', 'chick', 'mcnuggets', 'wait', 'mikey']",14.0,2018.0,1,0,0,-0.10307603974059576,71
41,1779,1779,@bradyhuutch Alert! We have a McD’s emergency! Someone get Brady some Hash Browns stat!,21,0,2,3580958,McDonalds,0,0.0,0.0,-0.3129,0.0,2018-04-08 21:07:29,1.0,"['bradyhuutch', 'alert', 'mcds', 'emerg', 'someon', 'get', 'brady', 'hash', 'brown', 'stat']",14.0,2018.0,1,0,0,-0.09031325656752984,71
42,1780,1780,@tmpckn6 Thanks Mariah! Diet Coke + us is just the perfect match!,20,0,3,3580958,McDonalds,0,0.625,0.6,0.8011,0.0,2018-04-08 20:51:52,1.0,"['tmpckn', 'thank', 'mariah', 'diet', 'cok', 'us', 'perfect', 'match']",14.0,2018.0,1,0,0,-0.0765740422375022,71
43,1781,1781,@itssamt_ We'll have some waiting for you Sammie! 😍,20,0,2,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 20:47:00,1.0,"['itssamt', 'wel', 'wait', 'sammy']",14.0,2018.0,1,0,0,-0.08350549452146512,71
44,1782,1782,@Scamron_Giles Treat yourself George! You've earned it!,20,0,1,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 20:40:00,1.0,"['scamrongil', 'tre', 'georg', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.10491151314676417,71
45,1783,1783,@Pbsegreve Thanks Peter! Coke + us is just the perfect match!,20,1,3,3580958,McDonalds,0,0.625,0.6,0.8011,0.0,2018-04-08 20:39:24,1.0,"['pbsegreve', 'thank', 'pet', 'cok', 'us', 'perfect', 'match']",14.0,2018.0,1,0,0,-0.0800489159252299,71
46,1784,1784,@allyfulla Hi Ally! Thanks for reaching out. We like to keep things fresh so we change up our menu from time to time.,20,0,2,3580958,McDonalds,0,0.25,0.35,0.8313,0.0,2018-04-08 20:37:52,1.0,"['allyfull', 'hi', 'al', 'thank', 'reach', 'lik', 'keep', 'thing', 'fresh', 'chang', 'menu', 'tim', 'tim']",14.0,2018.0,1,0,0,-0.060570010723142276,71
47,1785,1785,@dommmwilczek @wreckerbecker15 Sounds like you’re livin’ the dream! 😍,20,0,3,3580958,McDonalds,0,0.0,0.0,0.5848,0.0,2018-04-08 20:35:28,1.0,"['dommmwilczek', 'wreckerbeck', 'sound', 'lik', 'yo', 'livin', 'dream']",14.0,2018.0,1,0,0,-0.10084053640270507,71
48,1786,1786,@qxeenjenn Sounds good to us Jen! We're always craving the opportunity to see more of you. :),20,0,1,3580958,McDonalds,0,0.625,0.7000000000000001,0.8502,0.0,2018-04-08 20:33:50,0.0,"['qxeenjen', 'sound', 'good', 'us', 'jen', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0,1,0,0,-0.08479872544512576,71
49,1787,1787,@axpast That’s cool! Sounds like you have great taste! :),20,0,1,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 20:25:49,1.0,"['axpast', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.10720382879617807,71
50,1788,1788,@wholegrainer Sounds like you’re livin’ the dream Emmy! :),20,1,4,3580958,McDonalds,0,0.5,1.0,0.7777,0.0,2018-04-08 20:22:49,1.0,"['wholegrain', 'sound', 'lik', 'yo', 'livin', 'dream', 'emmy']",14.0,2018.0,1,0,0,-0.09335972284041982,71
51,1789,1789,@X_Neishaa__ Aw you're the best ever!,20,1,2,3580958,McDonalds,0,1.0,0.3,0.6696,0.0,2018-04-08 20:19:00,1.0,"['xneisha', 'aw', 'yo', 'best', 'ev']",14.0,2018.0,1,0,0,-0.02679930039658747,71
52,1790,1790,@rachcusick Rachel Yaaassss! 🙌 We’re looking forward to seeing you again soon!,20,1,8,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 20:12:30,1.0,"['rachcusick', 'rachel', 'yaaassss', 'look', 'forward', 'see', 'soon']",14.0,2018.0,1,0,0,-0.11443426936728995,71
53,1791,1791,@arnulfozuniga_ The UberEATS website &amp; app will confirm if your address is eligible for delivery.,20,0,1,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 20:11:30,1.0,"['arnulfozunig', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0,1,0,0,-0.06723353790245465,71
54,1792,1792,@hayjay0618 Sounds like you’re livin’ the dream Jay! 😊,20,0,1,3580958,McDonalds,0,0.0,0.0,0.5848,0.0,2018-04-08 20:02:28,1.0,"['hayjay', 'sound', 'lik', 'yo', 'livin', 'dream', 'jay']",14.0,2018.0,1,0,0,-0.08524394800854834,71
55,1793,1793,@KWeezaaay Aw shucks Katie; you're making us blush! 😊,20,0,3,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 20:02:00,1.0,"['kweezaaay', 'aw', 'shuck', 'katy', 'yo', 'mak', 'us', 'blush']",14.0,2018.0,1,0,0,-0.1051453781429851,71
56,1794,1794,@laurenbeth716 Aw thanks Lauren Cody must be the sweetest person on Earth! :),20,0,4,3580958,McDonalds,0,0.375,0.6,0.7345,0.0,2018-04-08 20:02:00,1.0,"['laurenbe', 'aw', 'thank', 'laur', 'cody', 'must', 'sweetest', 'person', 'ear']",14.0,2018.0,1,0,0,-0.08838051198856793,71
57,1795,1795,@MrsG_AJH It's like we were reading your mind Abby! Glad you love the deals. 😊,20,0,2,3580958,McDonalds,0,0.5,0.8,0.8748,0.0,2018-04-08 20:01:30,1.0,"['mrsgajh', 'lik', 'read', 'mind', 'abby', 'glad', 'lov', 'deal']",14.0,2018.0,1,0,0,-0.12132233627402005,71
58,1796,1796,@Julie_Anna_Hall Sounds like you’re livin’ the dream Julieanna :),20,0,8,3580958,McDonalds,0,0.5,1.0,0.7579,0.0,2018-04-08 20:01:30,1.0,"['julieannahal', 'sound', 'lik', 'yo', 'livin', 'dream', 'julieann']",14.0,2018.0,1,0,0,-0.09254928822785878,71
59,1797,1797,@heaviestpetting We're diggin’ your enthusiasm for our Chicken McNuggets Henry. Swing by for your faves anytime the craving hits! 😊,20,0,1,3580958,McDonalds,0,-0.75,0.95,0.4926,0.0,2018-04-08 20:01:00,1.0,"['heaviestpet', 'diggin', 'enthusiasm', 'chick', 'mcnuggets', 'henry', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0,1,0,0,-0.10035941264146617,71
60,1798,1798,@gabbylessard125 Sounds like you’re livin’ the dream Gabby! 😊,20,0,2,3580958,McDonalds,0,0.0,0.0,0.5848,0.0,2018-04-08 20:01:00,1.0,"['gabbylessard', 'sound', 'lik', 'yo', 'livin', 'dream', 'gabby']",14.0,2018.0,1,0,0,-0.0835863762381604,71
61,1799,1799,@RickyBobbyy_ Air high-five Ricky!,19,0,3,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 19:54:23,1.0,"['rickybobbyy', 'air', 'highf', 'ricky']",14.0,2018.0,1,0,0,-0.09443096179042347,71
62,1800,1800,@seandolliff Glad you enjoyed them Sean! Thanks for trying it out. We hope you have another chance to order soon. Happiness awaits you!,19,2,3,3580958,McDonalds,0,0.55,0.525,0.9558,0.0,2018-04-08 19:51:48,1.0,"['seandolliff', 'glad', 'enjoy', 'sean', 'thank', 'try', 'hop', 'anoth', 'chant', 'ord', 'soon', 'happy', 'await']",14.0,2018.0,1,0,0,-0.1040202151071866,71
63,1801,1801,@Beegle_Nation Sounds good to us Dylan! We are always craving the opportunity to see more of you. :),19,0,2,3580958,McDonalds,0,0.625,0.7000000000000001,0.8502,0.0,2018-04-08 19:48:25,1.0,"['beegl', 'sound', 'good', 'us', 'dyl', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0,1,0,0,-0.09689351998277612,71
64,1802,1802,@lettrjanie Treat yourself! You've earned it!,19,0,2,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 19:46:25,1.0,"['lettrjany', 'tre', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.06592184872268803,71
65,1803,1803,@chey_riddle Love is in the eye of the beholder Cheyenne so we hope you’ll get to be holdin’ more Chicken McNuggets soon.,19,0,2,3580958,McDonalds,0,0.13333333333333333,0.6833333333333332,0.8115,0.0,2018-04-08 19:42:24,1.0,"['cheyriddl', 'lov', 'ey', 'behold', 'cheyen', 'hop', 'youl', 'get', 'holdin', 'chick', 'mcnuggets', 'soon']",14.0,2018.0,1,0,0,-0.1148069976713692,71
66,1804,1804,@breacevedo13 Sounds like you’re livin’ the dream Bre. :),19,1,5,3580958,McDonalds,0,0.5,1.0,0.7579,0.0,2018-04-08 19:41:24,1.0,"['breacevedo', 'sound', 'lik', 'yo', 'livin', 'dream', 'bre']",14.0,2018.0,1,0,0,-0.09295695261423108,71
67,1805,1805,@KatherineMorea Treat yourself Kat! You've earned it!,19,1,0,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 19:26:48,1.0,"['katherinemore', 'tre', 'kat', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.07143969678209253,71
68,1806,1806,@ZaackThomas Treat yourself Zack! You've earned it! 😍,19,1,0,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 19:25:25,1.0,"['zaackthoma', 'tre', 'zack', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.08268751760421725,71
69,1807,1807,@cactuscantwell Thanks for stopping by. Enjoy your meal!,19,1,1,3580958,McDonalds,0,0.35,0.35,0.6996,0.0,2018-04-08 19:25:25,1.0,"['cactuscantwel', 'thank', 'stop', 'enjoy', 'meal']",14.0,2018.0,1,0,0,-0.11301359691980467,71
70,1808,1808,@britneyy975 Breakfast game on point Britney.,19,1,2,3580958,McDonalds,0,-0.4,0.4,0.0,0.0,2018-04-08 19:24:52,1.0,"['britneyy', 'breakfast', 'gam', 'point', 'britney']",14.0,2018.0,1,0,0,-0.09668865141044357,71
71,1809,1809,@Theangelesbri Glad you feel that way Maria! Maybe we can be best fry-nds!,19,1,1,3580958,McDonalds,0,0.8125,0.65,0.8309,0.0,2018-04-08 19:23:29,1.0,"['theangelesbr', 'glad', 'feel', 'way', 'mar', 'mayb', 'best', 'frynd']",14.0,2018.0,1,0,0,-0.12165090195213844,71
72,1810,1810,@Gabriellle_x Awe shucks Gabrielle; you're making us blush! 😍,19,1,3,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 19:22:52,1.0,"['gabrielllex', 'aw', 'shuck', 'gabriel', 'yo', 'mak', 'us', 'blush']",14.0,2018.0,1,0,0,-0.10145844386470068,71
73,1811,1811,@jasssmeeaann Alert! We have a McD’s emergency! Someone get her some McDonalds stat! 😍,19,1,0,3580958,McDonalds,0,0.0,0.0,-0.3129,0.0,2018-04-08 19:19:52,1.0,"['jasssmeeaan', 'alert', 'mcds', 'emerg', 'someon', 'get', 'mcdonalds', 'stat']",14.0,2018.0,1,0,0,-0.08804822802253308,71
74,1812,1812,@HadleyDappen The UberEATS website &amp; app will confirm if your address is eligible for delivery.,19,1,0,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 19:15:00,1.0,"['hadleydap', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0,1,0,0,-0.07543275979141592,71
75,1813,1813,@xBENNYHANAx Treat yourself Benny! You've earned it! 😍,19,2,1,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 19:12:24,1.0,"['xbennyhanax', 'tre', 'benny', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.0930955175629396,71
76,1814,1814,@__aralnxoxo Sounds like you made the right choice with #AllDayBreakfast! ☺,19,1,0,3580958,McDonalds,0,0.3571428571428571,0.5357142857142857,0.4199,0.0,2018-04-08 19:07:55,1.0,"['aralnxoxo', 'sound', 'lik', 'mad', 'right', 'cho', 'alldaybreakfast']",14.0,2018.0,1,1,0,-0.0945620682499226,71
77,1815,1815,@theetylermoon Hey Tyler thanks for the love!,19,1,6,3580958,McDonalds,0,0.4125,0.4,0.8122,0.0,2018-04-08 19:04:50,1.0,"['theetylermoon', 'hey', 'tyl', 'thank', 'lov']",14.0,2018.0,1,0,0,0.3860802159976376,71
78,1816,1816,@tammycaballero_ The UberEATS website &amp; app will confirm if your address is eligible for delivery.,19,1,1,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 19:01:26,1.0,"['tammycaballero', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0,1,0,0,-0.06615122212607963,71
79,1817,1817,@sarahcolgan_88 We'll have one waiting for you Sarah!,18,1,3,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 18:58:26,1.0,"['sarahcolg', 'wel', 'on', 'wait', 'sarah']",14.0,2018.0,1,0,0,-0.10754679492662476,71
80,1818,1818,"@Tiffanymazing That’s cool Tiffany. It’s like that old saying “The stomach wants what the stomach wants.""",18,1,2,3580958,McDonalds,0,0.2125,0.2625,0.5859,0.0,2018-04-08 18:57:28,1.0,"['tiffanymaz', 'that', 'cool', 'tiffany', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0,1,0,0,-0.0830311284525616,71
81,1819,1819,@pearlhyuns That’s cool! Sounds like you have great taste! :),18,1,0,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 18:50:53,1.0,"['pearlhyun', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.10163969235665704,71
82,1820,1820,@UrnessMackenzie The UberEATS website &amp; app will confirm if your address is eligible for delivery Mackenzie.,18,1,1,3580959,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 18:49:27,1.0,"['urnessmackenzy', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery', 'mackenzy']",14.0,2018.0,1,0,0,-0.09423405571982596,71
